Ville,Categorie,Difference de salaire (%)
Saujon,Employé,4.08
Saujon,Ouvrier,5.15
Semussac,Cadre,7.62
Semussac,Profession,8.09
Semussac,Employé,1.0
Semussac,Ouvrier,10.66
Soubise,Cadre,16.43
Soubise,Profession,6.16
Soubise,Employé,4.48
Soubise,Ouvrier,8.92
Surgères,Cadre,5.44
Surgères,Profession,8.42
Surgères,Employé,2.0
Surgères,Ouvrier,8.63
Tonnay-Charente,Cadre,8.33
Tonnay-Charente,Profession,10.22
Tonnay-Charente,Employé,2.44
Tonnay-Charente,Ouvrier,6.93
La Tremblade,Cadre,15.15
La Tremblade,Profession,5.45
La Tremblade,Employé,3.09
La Tremblade,Ouvrier,10.99
Vaux-sur-Mer,Cadre,16.54
Vaux-sur-Mer,Profession,4.0
Vaux-sur-Mer,Employé,.48
Vaux-sur-Mer,Ouvrier,6.12
Vérines,Cadre,14.29
Vérines,Profession,10.64
Vérines,Employé,4.98
Vérines,Ouvrier,5.5
Villedoux,Cadre,10.88
Villedoux,Profession,7.58
Villedoux,Employé,5.12
Villedoux,Ouvrier,10.8
Argent-sur-Sauldre,Cadre,7.16
Argent-sur-Sauldre,Profession,6.09
Argent-sur-Sauldre,Employé,6.32
Argent-sur-Sauldre,Ouvrier,9.5
Aubigny-sur-Nère,Cadre,4.95
Aubigny-sur-Nère,Profession,11.36
Aubigny-sur-Nère,Employé,1.55
Aubigny-sur-Nère,Ouvrier,8.84
Avord,Cadre,1.91
Avord,Profession,4.98
Avord,Employé,.52
Avord,Ouvrier,6.53
Bourges,Cadre,9.98
Bourges,Profession,3.62
Bourges,Employé,1.94
Bourges,Ouvrier,7.61
La Chapelle-Saint-Ursin,Cadre,15.11
La Chapelle-Saint-Ursin,Profession,7.3
La Chapelle-Saint-Ursin,Employé,.92
La Chapelle-Saint-Ursin,Ouvrier,7.69
Dun-sur-Auron,Cadre,15.49
Dun-sur-Auron,Profession,3.25
Dun-sur-Auron,Employé,6.98
Dun-sur-Auron,Ouvrier,6.73
Foëcy,Cadre,13.53
Foëcy,Profession,11.27
Foëcy,Employé,4.0
Foëcy,Ouvrier,8.57
La Guerche-sur-l'Aubois,Cadre,18.35
La Guerche-sur-l'Aubois,Profession,5.84
La Guerche-sur-l'Aubois,Employé,6.28
La Guerche-sur-l'Aubois,Ouvrier,8.92
Mehun-sur-Yèvre,Cadre,14.15
Mehun-sur-Yèvre,Profession,10.8
Mehun-sur-Yèvre,Employé,5.61
Mehun-sur-Yèvre,Ouvrier,10.28
Méreau,Cadre,14.35
Méreau,Profession,9.75
Méreau,Employé,6.91
Méreau,Ouvrier,8.84
Saint-Amand-Montrond,Cadre,3.6
Saint-Amand-Montrond,Profession,6.06
Saint-Amand-Montrond,Employé,1.05
Saint-Amand-Montrond,Ouvrier,8.2
Saint-Doulchard,Cadre,12.45
Saint-Doulchard,Profession,6.08
Saint-Doulchard,Employé,2.33
Saint-Doulchard,Ouvrier,10.14
Saint-Florent-sur-Cher,Cadre,14.99
Saint-Florent-sur-Cher,Profession,2.44
Saint-Florent-sur-Cher,Employé,6.05
Saint-Florent-sur-Cher,Ouvrier,6.1
Saint-Germain-du-Puy,Cadre,22.63
Saint-Germain-du-Puy,Profession,7.3
Saint-Germain-du-Puy,Employé,3.32
Saint-Germain-du-Puy,Ouvrier,5.37
Saint-Martin-d'Auxigny,Cadre,14.14
Saint-Martin-d'Auxigny,Profession,9.66
Saint-Martin-d'Auxigny,Employé,7.27
Saint-Martin-d'Auxigny,Ouvrier,9.52
Sancoins,Cadre,5.29
Sancoins,Profession,5.22
Sancoins,Employé,3.16
Sancoins,Ouvrier,8.33
Trouy,Cadre,11.38
Trouy,Profession,5.56
Trouy,Employé,1.83
Trouy,Ouvrier,5.83
Vierzon,Cadre,10.1
Vierzon,Profession,6.46
Vierzon,Employé,1.49
Vierzon,Ouvrier,10.0
Vignoux-sur-Barangeon,Cadre,3.75
Vignoux-sur-Barangeon,Profession,7.04
Vignoux-sur-Barangeon,Employé,5.94
Vignoux-sur-Barangeon,Ouvrier,9.01
Allassac,Cadre,8.21
Allassac,Profession,5.38
Allassac,Employé,.5
Allassac,Ouvrier,9.95
Argentat-sur-Dordogne,Cadre,10.93
Argentat-sur-Dordogne,Profession,10.04
Argentat-sur-Dordogne,Employé,6.93
Argentat-sur-Dordogne,Ouvrier,2.94
Bort-les-Orgues,Cadre,22.67
Bort-les-Orgues,Profession,.69
Bort-les-Orgues,Employé,2.06
Bort-les-Orgues,Ouvrier,8.2
Brive-la-Gaillarde,Cadre,12.39
Brive-la-Gaillarde,Profession,8.24
Brive-la-Gaillarde,Employé,3.52
Brive-la-Gaillarde,Ouvrier,7.0
Cosnac,Cadre,15.58
Cosnac,Profession,6.76
Cosnac,Employé,1.42
Cosnac,Ouvrier,8.13
Donzenac,Cadre,13.95
Donzenac,Profession,4.26
Donzenac,Employé,3.7
Donzenac,Ouvrier,5.77
Égletons,Cadre,12.68
Égletons,Profession,.37
Égletons,Employé,.51
Égletons,Ouvrier,6.22
Lubersac,Cadre,5.77
Lubersac,Profession,5.15
Lubersac,Employé,5.53
Lubersac,Ouvrier,2.42
Malemort,Cadre,8.1
Malemort,Profession,7.96
Malemort,Employé,4.76
Malemort,Ouvrier,9.0
Meymac,Cadre,5.98
Meymac,Profession,4.41
Meymac,Employé,7.84
Meymac,Ouvrier,6.28
Naves,Cadre,10.63
Naves,Profession,9.83
Naves,Employé,.93
Naves,Ouvrier,7.54
Objat,Cadre,7.76
Objat,Profession,8.61
Objat,Employé,.0
Objat,Ouvrier,4.31
Saint-Pantaléon-de-Larche,Cadre,13.75
Saint-Pantaléon-de-Larche,Profession,5.26
Saint-Pantaléon-de-Larche,Employé,5.12
Saint-Pantaléon-de-Larche,Ouvrier,5.07
Tulle,Cadre,9.58
Tulle,Profession,4.55
Tulle,Employé,1.01
Tulle,Ouvrier,9.09
Ussac,Cadre,8.4
Ussac,Profession,6.71
Ussac,Employé,2.8
Ussac,Ouvrier,3.7
Ussel,Cadre,6.61
Ussel,Profession,7.19
Ussel,Employé,3.52
Ussel,Ouvrier,9.0
Uzerche,Cadre,4.7
Uzerche,Profession,5.66
Uzerche,Employé,3.88
Uzerche,Ouvrier,2.44
Varetz,Cadre,8.35
Varetz,Profession,3.97
Varetz,Employé,5.26
Varetz,Ouvrier,7.11
Arc-sur-Tille,Cadre,13.64
Arc-sur-Tille,Profession,10.03
Arc-sur-Tille,Employé,2.78
Arc-sur-Tille,Ouvrier,9.65
Auxonne,Cadre,14.62
Auxonne,Profession,8.89
Auxonne,Employé,7.84
Auxonne,Ouvrier,7.77
Beaune,Cadre,18.47
Beaune,Profession,5.63
Beaune,Employé,3.26
Beaune,Ouvrier,7.46
Brazey-en-Plaine,Cadre,14.48
Brazey-en-Plaine,Profession,7.42
Brazey-en-Plaine,Employé,4.43
Brazey-en-Plaine,Ouvrier,8.65
Châtillon-sur-Seine,Cadre,11.81
Châtillon-sur-Seine,Profession,10.86
Châtillon-sur-Seine,Employé,.0
Châtillon-sur-Seine,Ouvrier,7.94
Chenôve,Cadre,8.05
Chenôve,Profession,6.23
Chenôve,Employé,1.49
Chenôve,Ouvrier,8.16
Chevigny-Saint-Sauveur,Cadre,10.34
Chevigny-Saint-Sauveur,Profession,6.01
Chevigny-Saint-Sauveur,Employé,2.83
Chevigny-Saint-Sauveur,Ouvrier,5.56
Dijon,Cadre,11.16
Dijon,Profession,4.73
Dijon,Employé,2.42
Dijon,Ouvrier,7.39
Fontaine-lès-Dijon,Cadre,16.27
Fontaine-lès-Dijon,Profession,10.19
Fontaine-lès-Dijon,Employé,2.73
Fontaine-lès-Dijon,Ouvrier,7.11
Genlis,Cadre,8.33
Genlis,Profession,6.86
Genlis,Employé,4.31
Genlis,Ouvrier,5.16
Gevrey-Chambertin,Cadre,3.13
Gevrey-Chambertin,Profession,3.94
Gevrey-Chambertin,Employé,2.94
Gevrey-Chambertin,Ouvrier,6.28
Is-sur-Tille,Cadre,14.73
Is-sur-Tille,Profession,9.15
Is-sur-Tille,Employé,6.16
Is-sur-Tille,Ouvrier,4.23
Longvic,Cadre,7.8
Longvic,Profession,6.23
Longvic,Employé,2.86
Longvic,Ouvrier,5.77
Marsannay-la-Côte,Cadre,8.89
Marsannay-la-Côte,Profession,9.72
Marsannay-la-Côte,Employé,6.31
Marsannay-la-Côte,Ouvrier,1.75
Mirebeau-sur-Bèze,Cadre,8.16
Mirebeau-sur-Bèze,Profession,9.82
Mirebeau-sur-Bèze,Employé,.0
Mirebeau-sur-Bèze,Ouvrier,13.57
Montbard,Cadre,18.78
Montbard,Profession,4.38
Montbard,Employé,4.52
Montbard,Ouvrier,9.09
Nuits-Saint-Georges,Cadre,13.52
Nuits-Saint-Georges,Profession,8.77
Nuits-Saint-Georges,Employé,.0
Nuits-Saint-Georges,Ouvrier,9.84
Plombières-lès-Dijon,Cadre,9.05
Plombières-lès-Dijon,Profession,7.85
Plombières-lès-Dijon,Employé,.47
Plombières-lès-Dijon,Ouvrier,2.7
Quetigny,Cadre,10.25
Quetigny,Profession,5.34
Quetigny,Employé,2.8
Quetigny,Ouvrier,8.46
Saint-Apollinaire,Cadre,9.3
Saint-Apollinaire,Profession,12.75
Saint-Apollinaire,Employé,3.08
Saint-Apollinaire,Ouvrier,6.19
Saulieu,Cadre,1.2
Saulieu,Profession,7.52
Saulieu,Employé,7.07
Saulieu,Ouvrier,8.72
Selongey,Cadre,19.05
Selongey,Profession,10.73
Selongey,Employé,6.42
Selongey,Ouvrier,3.6
Semur-en-Auxois,Cadre,14.69
Semur-en-Auxois,Profession,6.62
Semur-en-Auxois,Employé,9.86
Semur-en-Auxois,Ouvrier,6.95
Sennecey-lès-Dijon,Cadre,5.56
Sennecey-lès-Dijon,Profession,8.84
Sennecey-lès-Dijon,Employé,.93
Sennecey-lès-Dijon,Ouvrier,7.56
Seurre,Cadre,20.54
Seurre,Profession,4.87
Seurre,Employé,6.93
Seurre,Ouvrier,3.45
Talant,Cadre,16.17
Talant,Profession,9.57
Talant,Employé,1.4
Talant,Ouvrier,5.77
Venarey-les-Laumes,Cadre,10.02
Venarey-les-Laumes,Profession,8.55
Venarey-les-Laumes,Employé,4.04
Venarey-les-Laumes,Ouvrier,8.41
Bégard,Cadre,1.97
Bégard,Profession,2.88
Bégard,Employé,4.9
Bégard,Ouvrier,8.08
Bourbriac,Cadre,3.08
Bourbriac,Profession,4.69
Bourbriac,Employé,3.35
Bourbriac,Ouvrier,10.0
Broons,Cadre,6.32
Broons,Profession,8.15
Broons,Employé,5.42
Broons,Ouvrier,5.31
Callac,Cadre,.28
Callac,Profession,11.42
Callac,Employé,3.66
Callac,Ouvrier,6.67
Caulnes,Cadre,10.09
Caulnes,Profession,8.3
Caulnes,Employé,6.8
Caulnes,Ouvrier,8.0
Le Mené,Cadre,17.33
Le Mené,Profession,3.32
Le Mené,Employé,4.76
Le Mené,Ouvrier,4.07
Corseul,Cadre,7.84
Corseul,Profession,1.85
Corseul,Employé,.0
Corseul,Ouvrier,3.88
Dinan,Cadre,13.41
Dinan,Profession,4.32
Dinan,Employé,2.44
Dinan,Ouvrier,5.95
Erquy,Cadre,18.44
Erquy,Profession,6.38
Erquy,Employé,1.51
Erquy,Ouvrier,7.25
Binic-Étables-sur-Mer,Cadre,16.06
Binic-Étables-sur-Mer,Profession,6.48
Binic-Étables-sur-Mer,Employé,6.85
Binic-Étables-sur-Mer,Ouvrier,10.34
Grâces,Cadre,14.11
Grâces,Profession,11.33
Grâces,Employé,7.98
Grâces,Ouvrier,4.35
Guingamp,Cadre,14.65
Guingamp,Profession,29.18
Guingamp,Employé,4.0
Guingamp,Ouvrier,9.39
Hénon,Cadre,8.39
Hénon,Profession,12.41
Hénon,Employé,1.48
Hénon,Ouvrier,3.67
Hillion,Cadre,12.06
Hillion,Profession,7.33
Hillion,Employé,7.83
Hillion,Ouvrier,4.27
Jugon-les-Lacs - Commune nouvelle,Cadre,3.76
Jugon-les-Lacs - Commune nouvelle,Profession,1.23
Jugon-les-Lacs - Commune nouvelle,Employé,5.0
Jugon-les-Lacs - Commune nouvelle,Ouvrier,4.76
Lamballe-Armor,Cadre,10.91
Lamballe-Armor,Profession,7.8
Lamballe-Armor,Employé,5.16
Lamballe-Armor,Ouvrier,5.77
Langueux,Cadre,23.7
Langueux,Profession,6.76
Langueux,Employé,4.67
Langueux,Ouvrier,7.07
Lannion,Cadre,7.25
Lannion,Profession,4.18
Lannion,Employé,4.9
Lannion,Ouvrier,3.66
Lanvallay,Cadre,7.42
Lanvallay,Profession,6.4
Lanvallay,Employé,3.88
Lanvallay,Ouvrier,9.55
Louannec,Cadre,11.71
Louannec,Profession,5.76
Louannec,Employé,7.14
Louannec,Ouvrier,.93
Louargat,Cadre,16.91
Louargat,Profession,3.32
Louargat,Employé,6.67
Louargat,Ouvrier,7.0
Loudéac,Cadre,15.91
Loudéac,Profession,6.96
Loudéac,Employé,4.85
Loudéac,Ouvrier,5.53
Merdrignac,Cadre,9.89
Merdrignac,Profession,.81
Merdrignac,Employé,6.4
Merdrignac,Ouvrier,2.88
La Motte,Cadre,10.8
La Motte,Profession,7.67
La Motte,Employé,5.04
La Motte,Ouvrier,6.63
Guerlédan,Cadre,10.64
Guerlédan,Profession,13.36
Guerlédan,Employé,7.84
Guerlédan,Ouvrier,7.07
Pabu,Cadre,10.41
Pabu,Profession,1.79
Pabu,Employé,8.6
Pabu,Ouvrier,11.11
Paimpol,Cadre,11.41
Paimpol,Profession,8.57
Paimpol,Employé,2.04
Paimpol,Ouvrier,7.1
Penvénan,Cadre,.85
Penvénan,Profession,7.34
Penvénan,Employé,5.58
Penvénan,Ouvrier,12.82
Perros-Guirec,Cadre,11.83
Perros-Guirec,Profession,6.57
Perros-Guirec,Employé,5.21
Perros-Guirec,Ouvrier,2.44
Plaintel,Cadre,12.64
Plaintel,Profession,7.06
Plaintel,Employé,8.6
Plaintel,Ouvrier,6.67
Plancoët,Cadre,11.55
Plancoët,Profession,6.67
Plancoët,Employé,5.64
Plancoët,Ouvrier,6.52
Plédran,Cadre,13.53
Plédran,Profession,5.66
Plédran,Employé,2.42
Plédran,Ouvrier,5.71
Plélo,Cadre,3.55
Plélo,Profession,6.05
Plélo,Employé,7.04
Plélo,Ouvrier,6.86
Plémet,Cadre,5.61
Plémet,Profession,9.65
Plémet,Employé,5.94
Plémet,Ouvrier,4.23
Plénée-Jugon,Cadre,.5
Plénée-Jugon,Profession,3.76
Plénée-Jugon,Employé,3.06
Plénée-Jugon,Ouvrier,4.23
Pléneuf-Val-André,Cadre,8.94
Pléneuf-Val-André,Profession,.0
Pléneuf-Val-André,Employé,3.88
Pléneuf-Val-André,Ouvrier,5.94
Plérin,Cadre,11.02
Plérin,Profession,23.71
Plérin,Employé,3.29
Plérin,Ouvrier,5.94
Pleslin-Trigavou,Cadre,24.89
Pleslin-Trigavou,Profession,8.61
Pleslin-Trigavou,Employé,9.09
Pleslin-Trigavou,Ouvrier,8.63
Plestin-les-Grèves,Cadre,4.74
Plestin-les-Grèves,Profession,1.13
Plestin-les-Grèves,Employé,2.49
Plestin-les-Grèves,Ouvrier,3.48
Pleubian,Cadre,15.47
Pleubian,Profession,11.71
Pleubian,Employé,.53
Pleubian,Ouvrier,6.93
Pleudihen-sur-Rance,Cadre,11.55
Pleudihen-sur-Rance,Profession,.0
Pleudihen-sur-Rance,Employé,7.55
Pleudihen-sur-Rance,Ouvrier,8.82
Pleumeur-Bodou,Cadre,11.5
Pleumeur-Bodou,Profession,2.24
Pleumeur-Bodou,Employé,7.34
Pleumeur-Bodou,Ouvrier,8.25
Ploeuc-L'Hermitage,Cadre,18.62
Ploeuc-L'Hermitage,Profession,8.15
Ploeuc-L'Hermitage,Employé,9.77
Ploeuc-L'Hermitage,Ouvrier,4.76
Châtelaudren-Plouagat,Cadre,1.78
Châtelaudren-Plouagat,Profession,4.15
Châtelaudren-Plouagat,Employé,3.92
Châtelaudren-Plouagat,Ouvrier,5.83
Plouaret,Cadre,2.65
Plouaret,Profession,3.05
Plouaret,Employé,8.37
Plouaret,Ouvrier,.48
Beaussais-sur-Mer,Cadre,18.78
Beaussais-sur-Mer,Profession,6.51
Beaussais-sur-Mer,Employé,3.92
Beaussais-sur-Mer,Ouvrier,5.47
Ploubazlanec,Cadre,14.49
Ploubazlanec,Profession,8.63
Ploubazlanec,Employé,12.44
Ploubazlanec,Ouvrier,13.62
Ploubezre,Cadre,6.84
Ploubezre,Profession,6.06
Ploubezre,Employé,1.48
Ploubezre,Ouvrier,7.54
Plouër-sur-Rance,Cadre,20.25
Plouër-sur-Rance,Profession,8.01
Plouër-sur-Rance,Employé,5.26
Plouër-sur-Rance,Ouvrier,3.0
Plouézec,Cadre,7.84
Plouézec,Profession,17.97
Plouézec,Employé,3.52
Plouézec,Ouvrier,11.11
Ploufragan,Cadre,11.22
Ploufragan,Profession,6.09
Ploufragan,Employé,1.45
Ploufragan,Ouvrier,10.55
Plouguenast-Langast,Cadre,11.9
Plouguenast-Langast,Profession,9.43
Plouguenast-Langast,Employé,8.68
Plouguenast-Langast,Ouvrier,3.88
Plouha,Cadre,16.79
Plouha,Profession,6.47
Plouha,Employé,6.34
Plouha,Ouvrier,8.37
Ploumagoar,Cadre,13.38
Ploumagoar,Profession,5.0
Ploumagoar,Employé,4.81
Ploumagoar,Ouvrier,7.46
Ploumilliau,Cadre,2.31
Ploumilliau,Profession,2.21
Ploumilliau,Employé,.52
Ploumilliau,Ouvrier,5.37
Plourivo,Cadre,1.9
Plourivo,Profession,1.5
Plourivo,Employé,1.05
Plourivo,Ouvrier,7.0
Pluduno,Cadre,12.58
Pluduno,Profession,5.93
Pluduno,Employé,4.85
Pluduno,Ouvrier,6.4
Pommeret,Cadre,11.11
Pommeret,Profession,8.9
Pommeret,Employé,2.86
Pommeret,Ouvrier,5.83
Pordic,Cadre,13.63
Pordic,Profession,3.86
Pordic,Employé,3.67
Pordic,Ouvrier,8.46
Quessoy,Cadre,10.0
Quessoy,Profession,6.01
Quessoy,Employé,5.77
Quessoy,Ouvrier,2.83
Quévert,Cadre,9.72
Quévert,Profession,1.13
Quévert,Employé,2.83
Quévert,Ouvrier,9.74
Quintin,Cadre,10.36
Quintin,Profession,11.52
Quintin,Employé,3.23
Quintin,Ouvrier,3.48
La Roche-Jaudy,Cadre,5.21
La Roche-Jaudy,Profession,5.74
La Roche-Jaudy,Employé,1.04
La Roche-Jaudy,Ouvrier,8.42
Rostrenen,Cadre,5.37
Rostrenen,Profession,.72
Rostrenen,Employé,2.06
Rostrenen,Ouvrier,.5
Saint-Agathon,Cadre,18.43
Saint-Agathon,Profession,6.52
Saint-Agathon,Employé,6.16
Saint-Agathon,Ouvrier,6.86
Saint-Alban,Cadre,13.51
Saint-Alban,Profession,8.6
Saint-Alban,Employé,4.1
Saint-Alban,Ouvrier,9.44
Saint-Brandan,Cadre,23.9
Saint-Brandan,Profession,2.79
Saint-Brandan,Employé,8.06
Saint-Brandan,Ouvrier,5.31
Saint-Brieuc,Cadre,13.83
Saint-Brieuc,Profession,5.58
Saint-Brieuc,Employé,.5
Saint-Brieuc,Ouvrier,5.64
Saint-Cast-le-Guildo,Cadre,.0
Saint-Cast-le-Guildo,Profession,2.42
Saint-Cast-le-Guildo,Employé,2.56
Saint-Cast-le-Guildo,Ouvrier,5.1
Saint-Julien,Cadre,6.5
Saint-Julien,Profession,10.37
Saint-Julien,Employé,4.53
Saint-Julien,Ouvrier,6.19
Saint-Quay-Portrieux,Cadre,14.18
Saint-Quay-Portrieux,Profession,4.73
Saint-Quay-Portrieux,Employé,3.38
Saint-Quay-Portrieux,Ouvrier,11.56
Taden,Cadre,13.35
Taden,Profession,7.12
Taden,Employé,3.38
Taden,Ouvrier,5.42
Trébeurden,Cadre,9.87
Trébeurden,Profession,5.76
Trébeurden,Employé,4.59
Trébeurden,Ouvrier,3.48
Trégastel,Cadre,2.2
Trégastel,Profession,4.53
Trégastel,Employé,.91
Trégastel,Ouvrier,4.72
Trégueux,Cadre,9.68
Trégueux,Profession,6.91
Trégueux,Employé,4.72
Trégueux,Ouvrier,5.21
Tréguier,Cadre,6.34
Tréguier,Profession,15.6
Tréguier,Employé,6.93
Tréguier,Ouvrier,9.88
Trélivan,Cadre,10.53
Trélivan,Profession,2.62
Trélivan,Employé,5.71
Trélivan,Ouvrier,8.08
Trémuson,Cadre,10.77
Trémuson,Profession,7.58
Trémuson,Employé,1.94
Trémuson,Ouvrier,3.45
Yffiniac,Cadre,8.51
Yffiniac,Profession,7.69
Yffiniac,Employé,2.8
Yffiniac,Ouvrier,5.88
Aubusson,Cadre,2.05
Aubusson,Profession,4.94
Aubusson,Employé,1.6
Aubusson,Ouvrier,14.11
Bourganeuf,Cadre,14.21
Bourganeuf,Profession,2.58
Bourganeuf,Employé,3.23
Bourganeuf,Ouvrier,8.29
Guéret,Cadre,7.28
Guéret,Profession,3.42
Guéret,Employé,1.98
Guéret,Ouvrier,12.99
La Souterraine,Cadre,15.77
La Souterraine,Profession,2.56
La Souterraine,Employé,7.84
La Souterraine,Ouvrier,9.09
Sainte-Feyre,Cadre,6.89
Sainte-Feyre,Profession,6.01
Sainte-Feyre,Employé,2.88
Sainte-Feyre,Ouvrier,11.46
Bassillac et Auberoche,Cadre,6.84
Bassillac et Auberoche,Profession,5.8
Bassillac et Auberoche,Employé,9.86
Bassillac et Auberoche,Ouvrier,6.4
Bergerac,Cadre,13.15
Bergerac,Profession,4.8
Bergerac,Employé,.51
Bergerac,Ouvrier,10.27
Boulazac Isle Manoire,Cadre,14.5
Boulazac Isle Manoire,Profession,6.86
Boulazac Isle Manoire,Employé,1.94
Boulazac Isle Manoire,Ouvrier,6.47
Brantôme en Périgord,Cadre,13.33
Brantôme en Périgord,Profession,2.92
Brantôme en Périgord,Employé,1.51
Brantôme en Périgord,Ouvrier,.95
Le Bugue,Cadre,10.78
Le Bugue,Profession,1.26
Le Bugue,Employé,.53
Le Bugue,Ouvrier,7.14
Champcevinel,Cadre,8.21
Champcevinel,Profession,2.34
Champcevinel,Employé,3.54
Champcevinel,Ouvrier,6.73
Chancelade,Cadre,12.47
Chancelade,Profession,4.23
Chancelade,Employé,.49
Chancelade,Ouvrier,6.22
Château-l'Évêque,Cadre,9.84
Château-l'Évêque,Profession,5.42
Château-l'Évêque,Employé,2.02
Château-l'Évêque,Ouvrier,4.81
Coulounieix-Chamiers,Cadre,12.34
Coulounieix-Chamiers,Profession,3.91
Coulounieix-Chamiers,Employé,1.46
Coulounieix-Chamiers,Ouvrier,6.6
Coursac,Cadre,15.31
Coursac,Profession,8.07
Coursac,Employé,2.73
Coursac,Ouvrier,9.62
Eymet,Cadre,5.69
Eymet,Profession,5.56
Eymet,Employé,1.05
Eymet,Ouvrier,.49
La Force,Cadre,15.35
La Force,Profession,3.89
La Force,Employé,2.83
La Force,Ouvrier,9.09
Lalinde,Cadre,11.17
Lalinde,Profession,13.13
Lalinde,Employé,2.06
Lalinde,Ouvrier,7.89
Lamonzie-Saint-Martin,Cadre,8.74
Lamonzie-Saint-Martin,Profession,7.47
Lamonzie-Saint-Martin,Employé,4.39
Lamonzie-Saint-Martin,Ouvrier,11.22
Mareuil en Périgord,Cadre,2.12
Mareuil en Périgord,Profession,8.3
Mareuil en Périgord,Employé,1.01
Mareuil en Périgord,Ouvrier,1.46
Marsac-sur-l'Isle,Cadre,11.46
Marsac-sur-l'Isle,Profession,8.28
Marsac-sur-l'Isle,Employé,9.35
Marsac-sur-l'Isle,Ouvrier,6.28
Montignac,Cadre,28.23
Montignac,Profession,13.53
Montignac,Employé,1.54
Montignac,Ouvrier,5.42
Montpon-Ménestérol,Cadre,7.56
Montpon-Ménestérol,Profession,7.46
Montpon-Ménestérol,Employé,1.0
Montpon-Ménestérol,Ouvrier,11.92
Mussidan,Cadre,11.64
Mussidan,Profession,3.35
Mussidan,Employé,.5
Mussidan,Ouvrier,10.05
Neuvic,Cadre,5.08
Neuvic,Profession,5.59
Neuvic,Employé,3.52
Neuvic,Ouvrier,5.53
Nontron,Cadre,10.94
Nontron,Profession,1.12
Nontron,Employé,4.04
Nontron,Ouvrier,.96
Sanilhac,Cadre,11.0
Sanilhac,Profession,5.52
Sanilhac,Employé,5.99
Sanilhac,Ouvrier,9.18
Périgueux,Cadre,10.59
Périgueux,Profession,3.82
Périgueux,Employé,.5
Périgueux,Ouvrier,6.45
Port-Sainte-Foy-et-Ponchapt,Cadre,3.35
Port-Sainte-Foy-et-Ponchapt,Profession,1.47
Port-Sainte-Foy-et-Ponchapt,Employé,1.55
Port-Sainte-Foy-et-Ponchapt,Ouvrier,11.79
Prigonrieux,Cadre,5.65
Prigonrieux,Profession,6.72
Prigonrieux,Employé,.49
Prigonrieux,Ouvrier,5.37
Razac-sur-l'Isle,Cadre,18.73
Razac-sur-l'Isle,Profession,8.4
Razac-sur-l'Isle,Employé,2.42
Razac-sur-l'Isle,Ouvrier,4.31
Ribérac,Cadre,12.26
Ribérac,Profession,2.49
Ribérac,Employé,.0
Ribérac,Ouvrier,8.42
La Roche-Chalais,Cadre,8.57
La Roche-Chalais,Profession,6.08
La Roche-Chalais,Employé,1.03
La Roche-Chalais,Ouvrier,8.21
Saint-Astier,Cadre,23.68
Saint-Astier,Profession,8.36
Saint-Astier,Employé,2.97
Saint-Astier,Ouvrier,8.74
Saint-Léon-sur-l'Isle,Cadre,20.2
Saint-Léon-sur-l'Isle,Profession,5.98
Saint-Léon-sur-l'Isle,Employé,8.06
Saint-Léon-sur-l'Isle,Ouvrier,9.74
Sarlat-la-Canéda,Cadre,15.95
Sarlat-la-Canéda,Profession,3.01
Sarlat-la-Canéda,Employé,2.54
Sarlat-la-Canéda,Ouvrier,2.08
Terrasson-Lavilledieu,Cadre,12.47
Terrasson-Lavilledieu,Profession,8.36
Terrasson-Lavilledieu,Employé,1.02
Terrasson-Lavilledieu,Ouvrier,4.76
Thiviers,Cadre,13.09
Thiviers,Profession,1.12
Thiviers,Employé,1.57
Thiviers,Ouvrier,.5
Trélissac,Cadre,16.03
Trélissac,Profession,4.29
Trélissac,Employé,3.38
Trélissac,Ouvrier,8.6
Audincourt,Cadre,3.8
Audincourt,Profession,10.19
Audincourt,Employé,2.54
Audincourt,Ouvrier,5.71
Les Auxons,Cadre,14.77
Les Auxons,Profession,9.87
Les Auxons,Employé,4.31
Les Auxons,Ouvrier,9.0
Avanne-Aveney,Cadre,12.41
Avanne-Aveney,Profession,12.63
Avanne-Aveney,Employé,8.44
Avanne-Aveney,Ouvrier,13.04
Bart,Cadre,12.07
Bart,Profession,7.07
Bart,Employé,5.88
Bart,Ouvrier,6.98
Baume-les-Dames,Cadre,18.77
Baume-les-Dames,Profession,2.84
Baume-les-Dames,Employé,2.49
Baume-les-Dames,Ouvrier,9.09
Bavans,Cadre,3.31
Bavans,Profession,8.57
Bavans,Employé,2.88
Bavans,Ouvrier,1.31
Besançon,Cadre,8.49
Besançon,Profession,3.4
Besançon,Employé,1.48
Besançon,Ouvrier,8.16
Bethoncourt,Cadre,10.28
Bethoncourt,Profession,10.32
Bethoncourt,Employé,.53
Bethoncourt,Ouvrier,7.62
Charquemont,Cadre,21.05
Charquemont,Profession,13.14
Charquemont,Employé,13.91
Charquemont,Ouvrier,5.68
Châtillon-le-Duc,Cadre,6.95
Châtillon-le-Duc,Profession,3.92
Châtillon-le-Duc,Employé,5.93
Châtillon-le-Duc,Ouvrier,9.65
Doubs,Cadre,33.73
Doubs,Profession,14.88
Doubs,Employé,.5
Doubs,Ouvrier,9.59
École-Valentin,Cadre,9.78
École-Valentin,Profession,4.35
École-Valentin,Employé,.92
École-Valentin,Ouvrier,10.28
Étupes,Cadre,7.34
Étupes,Profession,3.86
